1,223,223,0
2,223,191,0
3,223,159,0
4,223,127,0
5,223,95,0
6,223,63,0
7,223,31,0
8,223,0,0
9,223,0,31
10,223,0,63
11,223,0,95
12,223,0,127
13,223,0,159
14,223,0,191
15,223,0,223
16,191,223,0
17,191,191,0
18,191,159,0
19,191,127,0
20,191,95,0
21,191,63,0
22,191,31,0
23,191,0,0
24,191,0,31
25,191,0,63
26,191,0,95
27,191,0,127
28,191,0,159
29,191,0,191
30,191,0,223
31,159,223,0
32,159,191,0
33,159,159,0
34,159,127,0
35,159,95,0
36,159,63,0
37,159,31,0
38,159,0,0
39,159,0,31
40,159,0,63
41,159,0,95
42,159,0,127
43,159,0,159
44,159,0,191
45,159,0,223
46,127,223,0
47,127,191,0
48,127,159,0
49,127,127,0
50,127,95,0
51,127,63,0
52,127,31,0
53,127,0,0
54,127,0,31
55,127,0,63
56,127,0,95
57,127,0,127
58,127,0,159
59,127,0,191
60,127,0,223
61,95,223,0
62,95,191,0
63,95,159,0
64,95,127,0
65,95,95,0
66,95,63,0
67,95,31,0
68,95,0,0
69,95,0,31
70,95,0,63
71,95,0,95
72,95,0,127
73,95,0,159
74,95,0,191
75,95,0,223
76,63,223,0
77,63,191,0
78,63,159,0
79,63,127,0
80,63,95,0
81,63,63,0
82,63,31,0
83,63,0,0
84,63,0,31
85,63,0,63
86,63,0,95
87,63,0,127
88,63,0,159
89,63,0,191
90,63,0,223
91,31,223,0
92,31,191,0
93,31,159,0
94,31,127,0
95,31,95,0
96,31,63,0
97,31,31,0
98,31,0,0
99,31,0,31
100,31,0,63
101,31,0,95
102,31,0,127
103,31,0,159
104,31,0,191
105,31,0,223
106,0,223,0
107,0,191,0
108,0,159,0
109,0,127,0
110,0,95,0
111,0,63,0
112,0,31,0
113,0,0,0
114,0,223,31
115,0,191,31
116,0,159,31
117,0,127,31
118,0,95,31
119,0,63,31
120,0,31,31
121,0,0,31
122,0,223,63
123,0,191,63
124,0,159,63
125,0,127,63
126,0,95,63
127,0,63,63
128,0,31,63
129,0,0,63
130,0,223,95
131,0,191,95
132,0,159,95
133,0,127,95
134,0,95,95
135,0,63,95
136,0,31,95
137,0,0,95
138,0,223,127
139,0,191,127
140,0,159,127
141,0,127,127
142,0,95,127
143,0,63,127
144,0,31,127
145,0,0,127
146,0,223,159
147,0,191,159
148,0,159,159
149,0,127,159
150,0,95,159
151,0,63,159
152,0,31,159
153,0,0,159
154,0,223,191
155,0,191,191
156,0,159,191
157,0,127,191
158,0,95,191
159,0,63,191
160,0,31,191
161,0,0,191
162,0,223,223
163,0,191,223
164,0,159,223
165,0,127,223
166,0,95,223
167,0,63,223
168,0,31,223
169,0,0,223
170,0,0,255
171,0,31,255
172,0,63,255
173,0,95,255
174,0,127,255
175,0,159,255
176,0,191,255
177,0,223,255
178,0,255,255
179,0,255,223
180,0,255,191
181,0,255,159
182,0,255,127
183,0,255,95
184,0,255,63
185,0,255,31
186,0,255,0
187,31,0,255
188,31,31,255
189,31,63,255
190,31,95,255
191,31,127,255
192,31,159,255
193,31,191,255
194,31,223,255
195,31,255,255
196,31,255,223
197,31,255,191
198,31,255,159
199,31,255,127
200,31,255,95
201,31,255,63
202,31,255,31
203,31,255,0
204,63,0,255
205,63,31,255
206,63,63,255
207,63,95,255
208,63,127,255
209,63,159,255
210,63,191,255
211,63,223,255
212,63,255,255
213,63,255,223
214,63,255,191
215,63,255,159
216,63,255,127
217,63,255,95
218,63,255,63
219,63,255,31
220,63,255,0
221,95,0,255
222,95,31,255
223,95,63,255
224,95,95,255
225,95,127,255
226,95,159,255
227,95,191,255
228,95,223,255
229,95,255,255
230,95,255,223
231,95,255,191
232,95,255,159
233,95,255,127
234,95,255,95
235,95,255,63
236,95,255,31
237,95,255,0
238,127,0,255
239,127,31,255
240,127,63,255
241,127,95,255
242,127,127,255
243,127,159,255
244,127,191,255
245,127,223,255
246,127,255,255
247,127,255,223
248,127,255,191
249,127,255,159
250,127,255,127
251,127,255,95
252,127,255,63
253,127,255,31
254,127,255,0
255,159,0,255
256,159,31,255
257,159,63,255
258,159,95,255
259,159,127,255
260,159,159,255
261,159,191,255
262,159,223,255
263,159,255,255
264,159,255,223
265,159,255,191
266,159,255,159
267,159,255,127
268,159,255,95
269,159,255,63
270,159,255,31
271,159,255,0
272,191,0,255
273,191,31,255
274,191,63,255
275,191,95,255
276,191,127,255
277,191,159,255
278,191,191,255
279,191,223,255
280,191,255,255
281,191,255,223
282,191,255,191
283,191,255,159
284,191,255,127
285,191,255,95
286,191,255,63
287,191,255,31
288,191,255,0
289,223,0,255
290,223,31,255
291,223,63,255
292,223,95,255
293,223,127,255
294,223,159,255
295,223,191,255
296,223,223,255
297,223,255,255
298,223,255,223
299,223,255,191
300,223,255,159
301,223,255,127
302,223,255,95
303,223,255,63
304,223,255,31
305,223,255,0
306,255,0,255
307,255,31,255
308,255,63,255
309,255,95,255
310,255,127,255
311,255,159,255
312,255,191,255
313,255,223,255
314,255,255,255
315,255,0,223
316,255,31,223
317,255,63,223
318,255,95,223
319,255,127,223
320,255,159,223
321,255,191,223
322,255,223,223
323,255,255,223
324,255,0,191
325,255,31,191
326,255,63,191
327,255,95,191
328,255,127,191
329,255,159,191
330,255,191,191
331,255,223,191
332,255,255,191
333,255,0,159
334,255,31,159
335,255,63,159
336,255,95,159
337,255,127,159
338,255,159,159
339,255,191,159
340,255,223,159
341,255,255,159
342,255,0,127
343,255,31,127
344,255,63,127
345,255,95,127
346,255,127,127
347,255,159,127
348,255,191,127
349,255,223,127
350,255,255,127
351,255,0,95
352,255,31,95
353,255,63,95
354,255,95,95
355,255,127,95
356,255,159,95
357,255,191,95
358,255,223,95
359,255,255,95
360,255,0,63
361,255,31,63
362,255,63,63
363,255,95,63
364,255,127,63
365,255,159,63
366,255,191,63
367,255,223,63
368,255,255,63
369,255,0,31
370,255,31,31
371,255,63,31
372,255,95,31
373,255,127,31
374,255,159,31
375,255,191,31
376,255,223,31
377,255,255,31
378,255,0,0
379,255,31,0
380,255,63,0
381,255,95,0
382,255,127,0
383,255,159,0
384,255,191,0
385,255,223,0
386,255,255,0